BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
1129,23656,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1113,23643,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1112,23642,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
5116,21514,3P MTR A M-SAT 7:30-18:30   ,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,3P Ticket A,3P,,,,
1114,23644,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
5115,21513,3P MTR A M-SAT 7:30-18:30   ,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,3P Ticket A,3P,,,,
5114,21512,3P MTR A M-SAT 7:30-18:30   ,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,3P Ticket A,3P,,,,
5424,20937,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
1119,23651,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1116,23646,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1108,23639,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
5117,21515,3P MTR A M-SAT 7:30-18:30   ,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,3P Ticket A,3P,,,,
1006,23096,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
1005,18165,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
6702,23834,3P MTR M-SAT 7:30-20:30    ,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,3P Meter,3P,,,,
1028,18016,1/2P MTR M-F 7:30-16:30    ,2P MTR M-SAT 18.30 - 20.30,1/2 PMTR  SAT,1P SUN 7:30-18:30,,,60,240,60,120,,,30,120,30,60,,,0,0,0,0,,,16:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,7:30:00,18:30:00,7:30:00,7:30:00,,,5,6,6,0,,,1/2P Meter,2P,1/2P Meter,1P,,
4315,23814,2P MTR A M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
5549,23826,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
1027,18015,1/2P MTR M-F 7:30-16:30    ,2P MTR M-SAT 18.30 - 20.30,1/2 PMTR  SAT,1P SUN 7:30-18:30,,,60,240,60,120,,,30,120,30,60,,,0,0,0,0,,,16:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,7:30:00,18:30:00,7:30:00,7:30:00,,,5,6,6,0,,,1/2P Meter,2P,1/2P Meter,1P,,
3893,23818,2P MTR M-SAT 7:30-18:30    ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
5888,23830,2P MTR A M-SAT 7:30-18:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
1026,18014,1/2P MTR M-F 7:30-16:30    ,2P MTR M-SAT 18.30 - 20.30,1/2 PMTR  SAT,1P SUN 7:30-18:30,,,60,240,60,120,,,30,120,30,60,,,0,0,0,0,,,16:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,7:30:00,18:30:00,7:30:00,7:30:00,,,5,6,6,0,,,1/2P Meter,2P,1/2P Meter,1P,,
5905,23827,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
5899,23791,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3933,23820,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3256,23821,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1790,18756,LZ 15M M-SAT 7:30-19:30    ,2P SUN 7:30-18:30,,,,,0,240,,,,,15,120,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,Loading Zone 15M,2P,,,,
1789,18755,LZ 15M M-SAT 7:30-19:30    ,2P SUN 7:30-18:30,,,,,0,240,,,,,15,120,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,Loading Zone 15M,2P,,,,
659,23795,3P MTR M-SAT 7:30-20:30    ,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,3P Meter,3P,,,,
4213,23812,2P MTR A M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
3490,23815,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
4340,23811,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
5581,23792,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
1318,23833,1P MTR M-F 9:30-16:00    ,2P MTR M-SAT 18.30 - 20.30,1P MTR SAT 7.30-6.30PM,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,16:00:00,20:30:00,18:30:00,,,,,,,,,,1,1,6,,,,9:30:00,18:30:00,7:30:00,,,,5,6,6,,,,1P Meter,2P,1P Meter,,,
4373,23819,4P M-F 7:30-18:30     ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P,2P,,,,
2230,23801,LZ 15MINS 7.30am - 7.30pm   ,,,,,,0,,,,,,15,,,,,,1,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,Loading Zone 15M,,,,,
3135,23837,P/10 MINS AOT     ,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,0:00:00,,,,,,0,,,,,,P 10 Mins,,,,,
1528,23796,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1805,23798,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,18:30:00,20:30:00,,,,,,,,,,,1,1,,,,,7:30:00,18:30:00,,,,,6,6,,,,,1P Meter,2P,,,,
5889,23829,3P DIS AOT     ,,,,,,0,,,,,,180,,,,,,1,,,,,,11:59:00,,,,,,All Other Times,,,,,,1,,,,,,0:00:00,,,,,,0,,,,,,3P Disabled Only,,,,,
570,23793,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
5918,23825,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
7853,23547,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,18:30:00,20:30:00,,,,,,,,,,,1,1,,,,,7:30:00,18:30:00,,,,,6,6,,,,,1/2P Meter,2P,,,,
7854,23548,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,18:30:00,20:30:00,,,,,,,,,,,1,1,,,,,7:30:00,18:30:00,,,,,6,6,,,,,1/2P Meter,2P,,,,
5069,23828,2P MTR A M-SAT 7:30-18:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
3970,23879,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
6832,23566,4P MTR A M-F 7:30-18:30   ,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
5059,21457,2P MTR A M-SAT 7:30-18:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4043,23822,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1106,23660,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1154,23838,2P MTR M-SAT 7:30-20:30    ,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Meter,1P,,,,
2377,19068,1P MTR M-F 7:30-16:00    ,2P MTR M-SAT 18.30 - 20.30,1P MTR Sat 7.30am to 6.30pm,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,16:00:00,20:30:00,18:30:00,,,,,,,,,,1,1,6,,,,7:30:00,18:30:00,7:30:00,,,,5,6,6,,,,1P Meter,2P,1P Meter,,,
3565,23878,3P MTR M-SAT 7:30-20:30    ,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,3P Meter,,,,,
4179,23875,2P MTR M-SAT 7:30-20:30    ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
5891,23823,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3005,20620,1/2P M-F 7:30-18:30     ,2P S-S 7:30-18:30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1/2P,2P,,,,
1592,18630,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
2016,23800,2P MTR SAT 7:30-20:30    ,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,6,,,,,,7:30:00,,,,,,6,,,,,,2P Meter,,,,,
6212,17327,2P MTR M-SAT 7:30-18:30    ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6475,17644,1/4P M-SUN 7:30-18:30     ,,,,,,30,,,,,,15,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,1/4P,,,,,
4008,23881,2P MTR RPA M-F 7:30-18:30   ,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4284,23876,2P MTR A M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
5235,23497,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
6358,23371,2P MTR M-SAT 7:30-18:30    ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6472,17640,2P MTR M-SAT 7:30-18:30    ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
1055,23908,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
3721,23931,2P DIS M-F 7:30-18:30    ,2P DIS SAT 7:30-12:30,,,,,0,0,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Disabled Only,2P Disabled Only,,,,
3544,23921,3P MTR M-SAT 7:30-20:30    ,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,3P Meter,,,,,
1191,23940,1P MTR M-F 10:00-16:00    ,1P MTR M-F 19:00-19:30,P MTR M-FRI 19:30-20:30,,,,120,120,0,,,,60,60,60,,,,0,0,0,,,,16:00:00,19:30:00,20:30:00,,,,,,,,,,1,1,1,,,,10:00:00,19:00:00,19:30:00,,,,5,5,5,,,,1P Meter,1P Meter,P Meter,,,
1728,23916,2P DIS M-SUN 7:30-19:30    ,,,,,,0,,,,,,120,,,,,,0,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,2P Disabled Only,,,,,
6175,23889,1P MTR M-SAT 7:30-18:30    ,2P SUN 7:30-18:30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,1P Meter,2P,,,,
2034,23919,2P MTR M-SAT 7:30-20:30    ,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,2P Meter,,,,,
4366,23923,4P MTR A M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
5732,23934,2P MTR A M-SAT 7:30-18:30   ,2P SUN 7:30-18:00,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:00:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
3121,23932,1P M-F 7:30-18:30     ,2P SAT 7:30-12:30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1P,2P,,,,
2493,23917,1P MTR M-SAT 7:30-19:30    ,1P SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,1P Meter,1P,,,,
1338,23941,1/4P M-F 7:30-19:30     ,2P SAT 7:30-19:30,,,,,30,240,,,,,15,120,,,,,0,0,,,,,19:30:00,19:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1/4P,2P,,,,
2035,23918,2P MTR M-SAT 7:30-20:30    ,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,2P Meter,,,,,
581,23937,2P MTR M-F 7:30-16:00    ,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:00:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,7:30:00,18:30:00,7:30:00,7:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
1149,23907,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
4380,23922,4P M-F 7:30-18:30     ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P,2P,,,,
5872,23933,2P MTR A M-SAT 7:30-18:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
2251,23920,LZ 15M M-SUN 7:30-19:30    ,,,,,,0,,,,,,15,,,,,,0,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,Loading Zone 15M,,,,,
1399,23913,2P MTR M-F 9:30-16:00    ,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,1P SUN 7:30-18:30,,,240,240,240,120,,,120,120,120,60,,,0,0,0,0,,,16:00:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,9:30:00,18:30:00,7:30:00,7:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,1P,,
3273,23925,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3717,23929,1P DIS M-SUN 7:00-18:30    ,,,,,,0,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,7:00:00,,,,,,0,,,,,,1P Disabled Only,,,,,
2673,23928,1P MTR M-F 7:30-18:30    ,1P SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1P Meter,1P,,,,
1022,23647,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
1800,23887,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
1131,23658,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
3473,23810,LZ 30M M-F 7:30-19:30    ,2P SAT 7:30-19:30,,,,,0,240,,,,,30,120,,,,,0,0,,,,,19:30:00,19:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,Loading Zone 30M,2P,,,,
