BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
1714,18695,2P MTR M-SAT 7:30-20:30    ,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,2P Meter,,,,,
2362,19003,P DIS AOT 20:30-23:59    ,2P DIS M-F 7:30-16:00,2P DIS M-F 18:30-20:30,2P DIS SAT - SUN 7.30 TO 20.30,,,0,0,0,0,,,1440,120,120,120,,,1,0,0,0,,,23:59:59,16:00:00,20:30:00,20:30:00,,,,,,,,,1,1,1,6,,,20:30:00,7:30:00,18:30:00,7:30:00,,,0,5,5,0,,,Disabled Only,2P Disabled Only,2P Disabled Only,2P Disabled Only,,
2359,19000,P DIS AOT 20:30-23:59    ,2P DIS M-F 7:30-16:00,2P DIS M-F 18:30-20:30,2P DIS SAT - SUN 7.30 TO 20.30,,,0,0,0,0,,,1440,120,120,120,,,1,0,0,0,,,23:59:59,16:00:00,20:30:00,20:30:00,,,,,,,,,1,1,1,6,,,20:30:00,7:30:00,18:30:00,7:30:00,,,0,5,5,0,,,Disabled Only,2P Disabled Only,2P Disabled Only,2P Disabled Only,,
1563,18611,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
3252,20171,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1139,18121,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
3682,20377,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3259,23097,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1014,18173,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
3976,20231,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3255,20174,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3676,20374,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3673,20372,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3998,20251,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
850,18308,S/ No Stop M-F 7:30-9:30   ,2P MTR M-F 9:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,0,240,240,240,,,1,120,120,120,,,0,0,0,0,,,9:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,7:30:00,9:30:00,7:30:00,7:30:00,,,5,5,6,0,,,S/ (No Stopping),2P Meter,2P Meter,2P,,
3999,20252,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3956,20214,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
832,18407,2P MTR M-SAT 7:30-20:30    ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
724,18307,S/ No Stop M-F 7:30-9:30   ,2P MTR M-F 9:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,0,240,240,240,,,1,120,120,120,,,0,0,0,0,,,9:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,7:30:00,9:30:00,7:30:00,7:30:00,,,5,5,6,0,,,S/ (No Stopping),2P Meter,2P Meter,2P,,
718,18301,2P MTR M-F 7:30-16:30    ,S/ No Stop M-F 16:30-18:30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,240,0,240,240,240,,120,1,120,120,120,,0,0,0,0,0,,16:30:00,18:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,1,1,1,6,0,,7:30:00,16:30:00,18:30:00,7:30:00,7:30:00,,5,5,5,6,0,,2P Meter,S/ (No Stopping),2P Meter,2P Meter,2P,
3944,20203,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
720,18303,2P MTR M-F 7:30-16:30    ,S/ No Stop M-F 16:30-18:30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,240,0,240,240,240,,120,1,120,120,120,,0,0,0,0,0,,16:30:00,18:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,1,1,1,6,0,,7:30:00,16:30:00,18:30:00,7:30:00,7:30:00,,5,5,5,6,0,,2P Meter,S/ (No Stopping),2P Meter,2P Meter,2P,
3268,20184,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3965,20221,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3269,20185,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1473,18558,P DIS AOT 20:30-23:59    ,2P DIS 7.30 - 8.30PM,,,,,0,0,,,,,1440,120,,,,,1,1,,,,,23:59:59,20:30:00,,,,,,,,,,,1,1,,,,,20:30:00,7:30:00,,,,,0,0,,,,,Disabled Only,2P Disabled Only,,,,
1041,18029,LZ 15M M-SAT 7:30-19:30    ,1P SUN 7:30-18:30,,,,,0,120,,,,,15,60,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,Loading Zone 15M,1P,,,,
3963,20220,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3272,20188,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3966,20222,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3991,20244,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1567,18613,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
3277,20193,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1707,18688,2P MTR M-SAT 7:30-20:30    ,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,2P Meter,,,,,
3253,20172,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3987,20241,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1552,18604,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
3983,20237,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3985,20239,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3988,20242,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3680,20376,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3282,20198,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1727,18707,2P DIS  7:30-20:30    ,P DIS ONLY 20.30 - 23.59,P DISABLE AOT 0:00 TO 7:30,,,,0,0,0,,,,120,1440,1440,,,,1,1,1,,,,20:30:00,23:59:59,7:30:00,,,,,,All Other Times,,,,1,1,1,,,,7:30:00,20:30:00,0:00:00,,,,0,0,0,,,,2P Disabled Only,Disabled Only,Disabled Only,,,
3982,20236,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3951,20209,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3270,20186,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
719,18302,2P MTR M-F 7:30-16:30    ,S/ No Stop M-F 16:30-18:30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,240,0,240,240,240,,120,1,120,120,120,,0,0,0,0,0,,16:30:00,18:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,1,1,1,6,0,,7:30:00,16:30:00,18:30:00,7:30:00,7:30:00,,5,5,5,6,0,,2P Meter,S/ (No Stopping),2P Meter,2P Meter,2P,
1571,18615,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
3974,20229,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3962,20219,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1152,18134,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
3669,20370,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
1852,18822,2P DIS ONLY 7:30-20:30    ,P DIS ONLY 20.30 - 23.59,,,,,0,0,,,,,120,1440,,,,,1,1,,,,,20:30:00,23:59:59,,,,,,,,,,,1,1,,,,,7:30:00,20:30:00,,,,,0,0,,,,,2P Disabled Only,Disabled Only,,,,
1015,18174,2P DIS ONLY 7:30-20:30    ,P DIS AOT 20:30 TO 23:59,,,,,0,0,,,,,120,1440,,,,,1,1,,,,,20:30:00,23:59:59,,,,,,,,,,,1,1,,,,,7:30:00,20:30:00,,,,,0,0,,,,,2P Disabled Only,Disabled Only,,,,
3278,20194,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1722,18701,2P MTR M-SAT 7:30-20:30    ,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,2P Meter,,,,,
3968,20224,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1145,18127,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
3967,20223,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1854,18824,2P DIS ONLY 7:30-20:30    ,P DIS ONLY 20.30 - 23.59,,,,,0,0,,,,,120,1440,,,,,1,1,,,,,20:30:00,23:59:59,,,,,,,,,,,1,1,,,,,7:30:00,20:30:00,,,,,0,0,,,,,2P Disabled Only,Disabled Only,,,,
3989,20243,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1147,18129,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
3275,20191,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3979,20234,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3950,20208,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3251,20170,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1705,18686,2P MTR M-SAT 7:30-20:30    ,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,2P Meter,,,,,
1150,23092,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1137,18119,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1148,18130,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1011,18169,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
3281,23133,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1548,18601,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
3404,23250,4P MTR A M-SAT 7:30-20:30   ,,,,,,480,,,,,,240,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,4P Ticket A,,,,,
1142,18124,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
3993,20246,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3948,20207,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3954,20212,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3959,20216,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3945,20204,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1565,18612,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
3274,20190,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1709,18690,2P MTR M-SAT 7:30-20:30    ,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,2P Meter,,,,,
3262,20179,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3280,20196,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3663,20367,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3678,20375,2P MTR M-F 7:30-18:30    ,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3960,20217,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3267,20183,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
